Header,internal_code
tr|A0A143YRN3|A0A143YRN3_9LACT,neuD_59
WP_162383351.1,neuD_60
tr|A0A2D5IM92|A0A2D5IM92_9BACT,neuD_61
tr|W9GB91|W9GB91_9MICO,neuD_62
tr|W9T9C9|W9T9C9_9PSED,neuD_63
fig|85581.157.peg.739,neuD_64
fig|2030807.38.peg.673,neuD_65
fig|2024823.10.peg.137,neuD_66
WP_239385700.1,neuD_67
fig|562.102129.peg.2866,neuD_68
fig|562.111160.peg.4701,neuD_69
tr|A0A150F7S1|A0A150F7S1_9BACI,neuD_70
WP_161361474.1,neuD_71
tr|A0A2D5XJ28|A0A2D5XJ28_9PROT,neuD_72
fig|703342.18.peg.2250,neuD_73
tr|A0A150X5Z0|A0A150X5Z0_9BACT,neuD_74
tr|A0A150XEF0|A0A150XEF0_ROSEK,neuD_75
tr|A0A150XMK1|A0A150XMK1_9BACT,neuD_76
fig|2268189.4.peg.2328,neuD_77
WP_348921978.1,neuD_78
tr|A0A150XVT2|A0A150XVT2_9BACT,neuD_79
tr|A0A2D7FKK4|A0A2D7FKK4_9PROT,neuD_80
fig|1930849.3.peg.232,neuD_81
WP_034112509.1,neuD_82
tr|A0A151A440|A0A151A440_9STAP,neuD_83
tr|A0A151AR82|A0A151AR82_9CLOT,neuD_84
fig|1852019.3.peg.1383,neuD_85
tr|A0A151JIB9|A0A151JIB9_9VIBR,neuD_86
tr|A0A151QGR3|A0A151QGR3_9BURK,neuD_87
fig|997296.3.peg.1959,neuD_88
fig|94255.5.peg.5361,neuD_89
WP_348646760.1,neuD_90
tr|A0A2E2JZ67|A0A2E2JZ67_9GAMM,neuD_91
fig|303.775.peg.337,neuD_92
WP_348284809.1,neuD_93
tr|A0A160IQY5|A0A160IQY5_9BACI,neuD_94
WP_348138760.1,neuD_95
tr|A0A160P8C2|A0A160P8C2_STRLU,neuD_96
tr|A0A160PG30|A0A160PG30_9HYPH,neuD_97
fig|562.141714.peg.3011,neuD_98
tr|A0A161QFK7|A0A161QFK7_9BACI,neuD_99
fig|239.374.peg.458,neuD_100
WP_347841427.1,neuD_101
WP_347543944.1,neuD_102
fig|562.101991.peg.3139,neuD_103
fig|3055846.3.peg.829,neuD_104
fig|2030927.3012.peg.720,neuD_105
WP_346945351.1,neuD_106
fig|91750.4920.peg.151,neuD_107
fig|1903473.9.peg.2461,neuD_108
tr|A0A165QI39|A0A165QI39_9BACL,neuD_109
fig|2781983.10.peg.1136,neuD_110
WP_346822546.1,neuD_111
tr|A0A167V0X7|A0A167V0X7_9FLAO,neuD_112
tr|A0A167V1L7|A0A167V1L7_9FLAO,neuD_113
tr|A0A168IBR7|A0A168IBR7_9ACTN,neuD_114
fig|1307.3140.peg.744,neuD_115
WP_346233034.1,neuD_116
fig|651661.3.peg.592,neuD_117
tr|A0A172UCD9|A0A172UCD9_METSD,neuD_118
tr|A0A172WTU1|A0A172WTU1_STUST,neuD_119
fig|446.650.peg.788,neuD_120
fig|2602760.3.peg.499,neuD_121
tr|A0A172XU15|A0A172XU15_9FLAO,neuD_122
tr|A0A173SBM3|A0A173SBM3_9FIRM,neuD_123
fig|1898104.1307.peg.3842,neuD_124
tr|A0A2E6KTE0|A0A2E6KTE0_9GAMM,neuD_125
fig|469617.11.peg.1945,neuD_126
tr|A0A173ZHK8|A0A173ZHK8_9FIRM,neuD_127
fig|1952939.3.peg.5784,neuD_128
WP_345490879.1,neuD_129
WP_345126412.1,neuD_130
fig|2709659.3.peg.638,neuD_131
WP_199661296.1,neuD_132
fps:FP1267,neuD_133
WP_344082477.1,neuD_134
fig|1898203.3966.peg.652,neuD_135
WP_344069446.1,neuD_136
WP_344067521.1,neuD_137
fig|659.57.peg.801,neuD_138
WP_344062079.1,neuD_139
WP_188461249.1,neuD_140
fig|28031.139.peg.4890,neuD_141
fig|562.65156.peg.1138,neuD_142
tr|A0A177LTB5|A0A177LTB5_METMH,neuD_143
tr|A0A177MMH9|A0A177MMH9_METMH,neuD_144
tr|A0A177NNA7|A0A177NNA7_9GAMM,neuD_145
fig|1952196.3.peg.77,neuD_146
WP_188251161.1,neuD_147
fig|370973.3.peg.718,neuD_148
fig|1310160.3.peg.835,neuD_149
fig|1898104.461.peg.1352,neuD_150
fig|1909294.1518.peg.2090,neuD_151
tr|A0A178MWA9|A0A178MWA9_9PROT,neuD_152
tr|A0A179SUR6|A0A179SUR6_9BACI,neuD_153
WP_345117133.1,neuD_154
tr|A0A180ENN3|A0A180ENN3_9BACT,neuD_155
fig|2099675.26.peg.524,neuD_156
WP_188084203.1,neuD_157
tr|A0A2K8UF08|A0A2K8UF08_9GAMM,neuD_158
fig|587.732.peg.3540,neuD_159
tr|A0A196QEE3|A0A196QEE3_9GAMM,neuD_160
WP_344934843.1,neuD_161
fig|244328.817.peg.100,neuD_162
fig|562.98620.peg.1972,neuD_163
WP_344801643.1,neuD_164
fig|279215.4.peg.6567,neuD_165
WP_187581580.1,neuD_166
WP_344754219.1,neuD_167
WP_344661417.1,neuD_168
fig|247480.4.peg.1457,neuD_169
tr|A0A1A8Z654|A0A1A8Z654_9ACTN,neuD_170
tr|A0A1A9EV72|A0A1A9EV72_9GAMM,neuD_171
fig|1017273.7.peg.1754,neuD_172
fig|1867846.3.peg.1950,neuD_173
fig|155615.28.peg.260,neuD_174
WP_184201043.1,neuD_175
tr|A0A2M6VSB2|A0A2M6VSB2_9BURK,neuD_176
fig|1479.29.peg.79,neuD_177
WP_344079368.1,neuD_178
fig|574030.7.peg.872,neuD_179
fig|165758.3.peg.920,neuD_180
WP_343893345.1,neuD_181
fig|446.1220.peg.113,neuD_182
tr|A0A1B2I131|A0A1B2I131_9BACT,neuD_183
fig|1978231.1684.peg.2291,neuD_184
tr|A0A2M7QKP8|A0A2M7QKP8_9RHOB,neuD_185
fig|1490052.3.peg.3308,neuD_186
fig|562.47133.peg.42,neuD_187
WP_187400638.1,neuD_188
tr|A0A1B3LMS1|A0A1B3LMS1_9PROT,neuD_189
fig|562.65279.peg.2070,neuD_190
fig|28901.14300.peg.4661,neuD_191
tr|A0A1B6Y623|A0A1B6Y623_9BACT,neuD_192
fig|1307.3571.peg.740,neuD_193
tr|A0A1B7LCG2|A0A1B7LCG2_9FIRM,neuD_194
fig|1307.3548.peg.715,neuD_195
fig|2916838.7.peg.437,neuD_196
fig|562.23731.peg.1729,neuD_197
tr|A0A1B8TYV6|A0A1B8TYV6_9FLAO,neuD_198
fig|1123077.3.peg.3661,neuD_199
fig|91891.29.peg.1299,neuD_200
tr|A0A1B9AVZ5|A0A1B9AVZ5_9BACI,neuD_201
WP_341946161.1,neuD_202
tr|A0A1B9DHH1|A0A1B9DHH1_9FLAO,neuD_203
WP_341885266.1,neuD_204
tr|A0A1B9DHQ4|A0A1B9DHQ4_9FLAO,neuD_205
fig|91891.10.peg.4209,neuD_206
tr|A0A2M9GU25|A0A2M9GU25_9BURK,neuD_207
tr|A0A1B9E3P8|A0A1B9E3P8_9FLAO,neuD_208
tr|A0A1B9E9U6|A0A1B9E9U6_9FLAO,neuD_209
tr|A0A1C0A5Z6|A0A1C0A5Z6_9FIRM,neuD_210
fig|250.141.peg.1282,neuD_211
WP_341720204.1,neuD_212
tr|A0A1C0AIC0|A0A1C0AIC0_9ACTN,neuD_213
fig|3039774.5.peg.668,neuD_214
WP_341296063.1,neuD_215
tr|A0A1C2EBX2|A0A1C2EBX2_9PSED,neuD_216
tr|A0A1C3N1V5|A0A1C3N1V5_9ACTN,neuD_217
fig|453356.5.peg.451,neuD_218
WP_093494217.1,neuD_219
tr|A0A1C3N2L1|A0A1C3N2L1_9ACTN,neuD_220
fig|2921690.3.peg.3330,neuD_221
WP_341226558.1,neuD_222
tr|A0A1C3NUY7|A0A1C3NUY7_9ACTN,neuD_223
WP_340253252.1,neuD_224
fbr:FBFL15_1581,neuD_225
WP_340238021.1,neuD_226
WP_340231157.1,neuD_227
WP_340087249.1,neuD_228
fig|3230414.3.peg.2486,neuD_229
tr|A0A1C4UGE0|A0A1C4UGE0_9ACTN,neuD_230
WP_201174631.1,neuD_231
tr|A0A1C4WY39|A0A1C4WY39_9ACTN,neuD_232
fig|1898104.2176.peg.675,neuD_233
tr|A0A1C4YVV0|A0A1C4YVV0_9ACTN,neuD_234
tr|A0A1C4YY81|A0A1C4YY81_MICVI,neuD_235
tr|A0A1C4YZ31|A0A1C4YZ31_9ACTN,neuD_236
fig|70125.82.peg.1354,neuD_237
tr|A0A1C4Z9A2|A0A1C4Z9A2_9ACTN,neuD_238
tr|A0A1C5GC13|A0A1C5GC13_MICEH,neuD_239
tr|A0A1C5HVD1|A0A1C5HVD1_9ACTN,neuD_240
fig|1947110.3.peg.1491,neuD_241
WP_339810397.1,neuD_242
tr|A0A1C5ILG2|A0A1C5ILG2_9ACTN,neuD_243
WP_339793410.1,neuD_244
tr|A0A1C5IYK0|A0A1C5IYK0_9ACTN,neuD_245
fig|1408.262.peg.2990,neuD_246
WP_409412646.1,neuD_247
fig|259322.100.peg.1568,neuD_248
tr|A0A1C5PD18|A0A1C5PD18_9CLOT,neuD_249
WP_339535769.1,neuD_250
fig|3073653.3.peg.2360,neuD_251
WP_338814858.1,neuD_252
WP_338793990.1,neuD_253
tr|A0A2S6QB78|A0A2S6QB78_9PROT,neuD_254
fig|1338368.5.peg.122,neuD_255
tr|A0A1C6STF6|A0A1C6STF6_9ACTN,neuD_256
fig|562.145361.peg.3193,neuD_257
tr|A0A1C6U2R5|A0A1C6U2R5_9ACTN,neuD_258
tr|A0A1C6UM65|A0A1C6UM65_9ACTN,neuD_259
tr|A0A1C6W663|A0A1C6W663_9ACTN,neuD_260
fig|1920655.7.peg.1927,neuD_261
tr|A0A1C7FD70|A0A1C7FD70_9VIBR,neuD_262
WP_200957094.1,neuD_263
tr|A0A2S6SC51|A0A2S6SC51_9PROT,neuD_264
fig|1512.259.peg.2555,neuD_265
fig|546.1033.peg.301,neuD_266
tr|A0A1D2Q6J5|A0A1D2Q6J5_MANHA,neuD_267
fig|713556.3.peg.3555,neuD_268
WP_338130037.1,neuD_269
fig|157176.10.peg.812,neuD_270
WP_337678399.1,neuD_271
fig|1895664.5.peg.1403,neuD_272
fig|562.98146.peg.335,neuD_273
WP_337328154.1,neuD_274
fig|2030927.2952.peg.3630,neuD_275
WP_337069831.1,neuD_276
tr|A0A1E3A2J5|A0A1E3A2J5_9FIRM,neuD_277
WP_336597281.1,neuD_278
tr|A0A1E3U9K0|A0A1E3U9K0_9FIRM,neuD_279
fig|2044941.48.peg.995,neuD_280
tr|A0A1E4A5D7|A0A1E4A5D7_9BACT,neuD_281
tr|A0A1E4CPS8|A0A1E4CPS8_9MICO,neuD_282
tr|A0A1E4EDZ6|A0A1E4EDZ6_9BACT,neuD_283
WP_292883894.1,neuD_284
tr|A0A1E4R324|A0A1E4R324_9BACI,neuD_285
tr|A0A2T7SQD0|A0A2T7SQD0_9BURK,neuD_286
WP_335803484.1,neuD_287
tr|A0A1E5C6K2|A0A1E5C6K2_9GAMM,neuD_288
WP_335599072.1,neuD_289
WP_334148985.1,neuD_290
tr|A0A1E5IVK3|A0A1E5IVK3_SHECO,neuD_291
fig|106590.37.peg.3274,neuD_292
fig|1869212.673.peg.1021,neuD_293
WP_334526319.1,neuD_294
tr|A0A1E5SR82|A0A1E5SR82_9BACT,neuD_295
tr|A0A1E5T1D9|A0A1E5T1D9_9BACT,neuD_296
fig|3002441.3.peg.4035,neuD_297
WP_334466743.1,neuD_298
WP_334464736.1,neuD_299
tr|A0A1E5UF76|A0A1E5UF76_9FLAO,neuD_300
fig|1869181.22.peg.1193,neuD_301
fig|1899569.12.peg.3471,neuD_302
tr|A0A1E7I9Y4|A0A1E7I9Y4_9BACT,neuD_303
WP_334067770.1,neuD_304
fig|194843.5261.peg.1225,neuD_305
fig|165436.973.peg.1345,neuD_306
WP_333868645.1,neuD_307
tr|A0A1E8B0K4|A0A1E8B0K4_BACMY,neuD_308
WP_333854545.1,neuD_309
fig|2816357.3.peg.2930,neuD_310
WP_333638037.1,neuD_311
fig|690871.3.peg.2376,neuD_312
fig|2516559.9.peg.839,neuD_313
fig|562.22715.peg.2602,neuD_314
fig|239.133.peg.2070,neuD_315
tr|A0A1F2SFC3|A0A1F2SFC3_9BACT,neuD_316
fig|1913989.2361.peg.1241,neuD_317
tr|A0A1F2TFT0|A0A1F2TFT0_9BACT,neuD_318
tr|A0A1F2WCF6|A0A1F2WCF6_9ACTN,neuD_319
fig|77133.4687.peg.789,neuD_320
tr|A0A1F3C5K8|A0A1F3C5K8_9BACT,neuD_321
tr|A0A1F3EAI2|A0A1F3EAI2_9BACT,neuD_322
fig|2013688.3.peg.1649,neuD_323
fig|2608867.56.peg.3256,neuD_324
tr|A0A1F3JQE0|A0A1F3JQE0_9BACT,neuD_325
fig|2212467.313.peg.427,neuD_326
fig|38294.104.peg.1851,neuD_327
fig|2838706.5.peg.3188,neuD_328
tr|A0A1F3KRS9|A0A1F3KRS9_9BACT,neuD_329
fig|76857.464.peg.352,neuD_330
fig|165435.64.peg.1732,neuD_331
tr|A0A2V2LLS6|A0A2V2LLS6_9RHOB,neuD_332
WP_331783154.1,neuD_333
tr|A0A1F3MEN2|A0A1F3MEN2_9BACT,neuD_334
WP_303443276.1,neuD_335
WP_331525304.1,neuD_336
fig|860.669.peg.237,neuD_337
fig|1868734.13.peg.3194,neuD_338
tr|A0A1F5EVS7|A0A1F5EVS7_9BACT,neuD_339
WP_409073697.1,neuD_340
fig|3093866.3.peg.2474,neuD_341
WP_331211522.1,neuD_342
tr|A0A1F6AII1|A0A1F6AII1_9BACT,neuD_343
WP_331129573.1,neuD_344
tr|A0A1F6AXX3|A0A1F6AXX3_9BACT,neuD_345
WP_331038932.1,neuD_346
tr|A0A1F6K5L0|A0A1F6K5L0_9BACT,neuD_347
fig|562.107227.peg.1209,neuD_348
tr|A0A2Z2P0D1|A0A2Z2P0D1_9GAMM,neuD_349
fig|562.143161.peg.3440,neuD_350
fig|48408.79.peg.2307,neuD_351
tr|A0A1F7I6W0|A0A1F7I6W0_9BACT,neuD_352
fig|1326.8.peg.1850,neuD_353
fig|2135462.3.peg.1429,neuD_354
tr|A0A1F7LLV3|A0A1F7LLV3_9BACT,neuD_355
WP_327039451.1,neuD_356
tr|A0A1F7MS43|A0A1F7MS43_9BACT,neuD_357
fig|1898104.861.peg.2314,neuD_358
tr|A0A1F7P9Z3|A0A1F7P9Z3_9BACT,neuD_359
fig|1871037.462.peg.811,neuD_360
fig|1220595.3.peg.3,neuD_361
WP_125140068.1,neuD_362
tr|A0A1F8L631|A0A1F8L631_9CHLR,neuD_363
fig|91891.54.peg.822,neuD_364
tr|A0A1F8M3F3|A0A1F8M3F3_9CHLR,neuD_365
tr|A0A1F8P003|A0A1F8P003_9CHLR,neuD_366
WP_329715171.1,neuD_367
fig|1387507.173.peg.1299,neuD_368
WP_328853531.1,neuD_369
tr|A0A1F8QCM5|A0A1F8QCM5_9CHLR,neuD_370
tr|A0A1F8QVI3|A0A1F8QVI3_9CHLR,neuD_371
tr|A0A1F8R6T3|A0A1F8R6T3_9CHLR,neuD_372
WP_328650007.1,neuD_373
tr|A0A1F8SUP2|A0A1F8SUP2_9CHLR,neuD_374
WP_328383952.1,neuD_375
WP_328364800.1,neuD_376
WP_328348653.1,neuD_377
tr|A0A1F8YLA2|A0A1F8YLA2_9DELT,neuD_378
tr|A0A1F9HW23|A0A1F9HW23_9DELT,neuD_379
fig|1946987.3.peg.769,neuD_380
fig|2013676.3.peg.1622,neuD_381
fig|239745.6.peg.4122,neuD_382
WP_327043236.1,neuD_383
tr|A0A1F9QN57|A0A1F9QN57_9BACT,neuD_384
fig|512643.6.peg.3654,neuD_385
WP_327031937.1,neuD_386
tr|A0A1F9UBE0|A0A1F9UBE0_9BACT,neuD_387
WP_326986857.1,neuD_388
tr|A0A1F9WWB5|A0A1F9WWB5_9BACT,neuD_389
tr|A0A1F9XBL7|A0A1F9XBL7_9BACT,neuD_390
WP_325132555.1,neuD_391
tr|A0A1G0FBT8|A0A1G0FBT8_9GAMM,neuD_392
tr|A0A1G0G3F2|A0A1G0G3F2_9GAMM,neuD_393
WP_324844693.1,neuD_394
WP_326587210.1,neuD_395
WP_326551997.1,neuD_396
fig|1903720.877.peg.299,neuD_397
WP_326549520.1,neuD_398
tr|A0A1G0JH09|A0A1G0JH09_9GAMM,neuD_399
tr|A0A1G0LL19|A0A1G0LL19_9BACT,neuD_400
tr|A0A1G0M921|A0A1G0M921_9BACT,neuD_401
fig|3120525.5.peg.2406,neuD_402
fig|2761619.6.peg.4207,neuD_403
tr|A0A0G3EWB0|A0A0G3EWB0_9BURK,neuD_404
fig|1920175.180.peg.15,neuD_405
WP_325713425.1,neuD_406
tr|A0A1G0ZSI8|A0A1G0ZSI8_9BACT,neuD_407
fig|213324.58.peg.3772,neuD_408
tr|A0A1G1FR81|A0A1G1FR81_9BACT,neuD_409
tr|A0A1G1G102|A0A1G1G102_9BACT,neuD_410
WP_325497214.1,neuD_411
fig|659.19.peg.2567,neuD_412
WP_325179398.1,neuD_413
tr|A0A1G1LHC7|A0A1G1LHC7_9BACT,neuD_414
fig|636.31.peg.1359,neuD_415
tr|A0A1G1NCY2|A0A1G1NCY2_9BACT,neuD_416
WP_325048464.1,neuD_417
tr|A0A1G1T1Q5|A0A1G1T1Q5_9BACT,neuD_418
tr|A0A1G2P175|A0A1G2P175_9BACT,neuD_419
fig|1795040.3.peg.1409,neuD_420
tr|A0A1G2R8A3|A0A1G2R8A3_9BACT,neuD_421
fig|164546.17.peg.2729,neuD_422
tr|A0A1G2V3M6|A0A1G2V3M6_9BACT,neuD_423
WP_286987504.1,neuD_424
tr|A0A353V3E1|A0A353V3E1_9BACT,neuD_425
fig|743722.3.peg.1940,neuD_426
WP_324487649.1,neuD_427
tr|A0A1G2XXS1|A0A1G2XXS1_9BACT,neuD_428
WP_324386004.1,neuD_429
fig|315405.125.peg.698,neuD_430
WP_324336461.1,neuD_431
WP_185978818.1,neuD_432
WP_324208767.1,neuD_433
fig|2872177.14.peg.3857,neuD_434
tr|A0A354B4N0|A0A354B4N0_9CYAN,neuD_435
tr|A0A1G4TKI0|A0A1G4TKI0_9FIRM,neuD_436
WP_324093414.1,neuD_437
tr|A0A1G4V9L5|A0A1G4V9L5_9FIRM,neuD_438
fig|1869212.701.peg.1701,neuD_439
tr|A0A1G4VP19|A0A1G4VP19_9FLAO,neuD_440
fig|2051956.238.peg.572,neuD_441
fig|247480.12.peg.1012,neuD_442
WP_323251876.1,neuD_443
fig|562.160664.peg.795,neuD_444
fig|1210121.11.peg.3376,neuD_445
WP_323740883.1,neuD_446
WP_323698807.1,neuD_447
fig|2512182.3.peg.2602,neuD_448
fig|562.47141.peg.4894,neuD_449
WP_323298869.1,neuD_450
fig|446.1019.peg.3128,neuD_451
WP_133203065.1,neuD_452
tr|A0A367UJ88|A0A367UJ88_9PROT,neuD_453
WP_323260523.1,neuD_454
tr|A0A1G5YQD0|A0A1G5YQD0_9BACT,neuD_455
fig|2030927.762.peg.1871,neuD_456
tr|A0A1G6AR63|A0A1G6AR63_EUBOX,neuD_457
tr|A0A1G6B491|A0A1G6B491_EUBOX,neuD_458
WP_322981956.1,neuD_459
tr|A0A1G6CV71|A0A1G6CV71_9HYPH,neuD_460
fig|331630.575.peg.1050,neuD_461
WP_322920081.1,neuD_462
tr|A0A1G6EVP4|A0A1G6EVP4_9FIRM,neuD_463
tr|A0A376ABY9|A0A376ABY9_9HYPH,neuD_464
fig|1960881.10.peg.711,neuD_465
WP_322760146.1,neuD_466
WP_322628277.1,neuD_467
fig|239.292.peg.383,neuD_468
fig|2893174.3.peg.754,neuD_469
tr|A0A1G6P139|A0A1G6P139_9BACT,neuD_470
fig|2954686.3.peg.2140,neuD_471
WP_322256778.1,neuD_472
WP_322174224.1,neuD_473
fig|91892.7.peg.1815,neuD_474
WP_321251661.1,neuD_475
tr|A0A377GFN5|A0A377GFN5_9GAMM,neuD_476
fig|2026759.61.peg.2521,neuD_477
fig|634956.3.peg.2457,neuD_478
fig|237777.26.peg.3138,neuD_479
tr|A0A1G7HNR5|A0A1G7HNR5_9FLAO,neuD_480
fig|2497436.19.peg.3601,neuD_481
WP_024733456.1,neuD_482
WP_003499778.1,neuD_483
fig|446.138.peg.2549,neuD_484
WP_321532016.1,neuD_485
fig|1214065.3.peg.961,neuD_486
tr|A0A1G7PZX1|A0A1G7PZX1_9PSED,neuD_487
WP_320965100.1,neuD_488
fig|562.141567.peg.2496,neuD_489
WP_407610979.1,neuD_490
WP_413637621.1,neuD_491
tr|A0A1G7UCY5|A0A1G7UCY5_CHIFI,neuD_492
WP_041608874.1,neuD_493
fig|562.156959.peg.3290,neuD_494
fig|179113.34.peg.2317,neuD_495
tr|A0A1G8DTZ6|A0A1G8DTZ6_9FLAO,neuD_496
WP_407361031.1,neuD_497
WP_320814547.1,neuD_498
fig|1870902.15.peg.2073,neuD_499
fig|59204.51.peg.688,neuD_500
WP_320478121.1,neuD_501
WP_320376083.1,neuD_502
WP_070904249.1,neuD_503
fig|644.825.peg.1478,neuD_504
WP_070904227.1,neuD_505
tr|A0A1G8Q9J3|A0A1G8Q9J3_9FIRM,neuD_506
tr|A0A1G8QXS6|A0A1G8QXS6_9GAMM,neuD_507
tr|A0A1G8SA81|A0A1G8SA81_9FIRM,neuD_508
tr|A0A1G8V947|A0A1G8V947_9FLAO,neuD_509
fig|431312.25.peg.2069,neuD_510
tr|A0A1G8ZLT2|A0A1G8ZLT2_9BACT,neuD_511
fig|550.4624.peg.2608,neuD_512
tr|A0A1G9CRD7|A0A1G9CRD7_9BACT,neuD_513
WP_319566167.1,neuD_514
fig|3098077.3.peg.1903,neuD_515
tr|A0A1G9IUK3|A0A1G9IUK3_9FIRM,neuD_516
tr|A0A1G9LZ24|A0A1G9LZ24_9GAMM,neuD_517
fig|2729997.35.peg.1204,neuD_518
WP_319034822.1,neuD_519
fig|1930902.6.peg.1557,neuD_520
tr|A0A1G9QIG7|A0A1G9QIG7_9FLAO,neuD_521
fig|2026728.505.peg.195,neuD_522
fig|1247653.3.peg.1836,neuD_523
tr|A0A1G9SGH2|A0A1G9SGH2_9BACT,neuD_524
fig|1821960.98.peg.1322,neuD_525
tr|A0A1G9V621|A0A1G9V621_9BACT,neuD_526
WP_318934001.1,neuD_527
tr|A0A1G9W1J3|A0A1G9W1J3_9BACI,neuD_528
tr|A0A1G9WF20|A0A1G9WF20_9SPHI,neuD_529
WP_318648938.1,neuD_530
fig|324768.9.peg.3105,neuD_531
fig|2052143.203.peg.392,neuD_532
WP_318333346.1,neuD_533
tr|A0A1H0IAU8|A0A1H0IAU8_9GAMM,neuD_534
fig|67780.9.peg.3732,neuD_535
WP_301212269.1,neuD_536
fig|1220595.8.peg.222,neuD_537
fig|194843.1659.peg.368,neuD_538
tr|A0A1H0VEM3|A0A1H0VEM3_9BACI,neuD_539
tr|A0A1H0WDX8|A0A1H0WDX8_9BACI,neuD_540
fig|1898109.3.peg.1915,neuD_541
fig|1925666.55.peg.238,neuD_542
WP_317183139.1,neuD_543
tr|A0A1H1IFI6|A0A1H1IFI6_9PSED,neuD_544
WP_317490284.1,neuD_545
fig|562.142557.peg.4952,neuD_546
tr|A0A1H1L8D2|A0A1H1L8D2_9FLAO,neuD_547
fig|208962.335.peg.1949,neuD_548
WP_317351444.1,neuD_549
WP_317169967.1,neuD_550
WP_315637358.1,neuD_551
tr|A0A1H1MXA5|A0A1H1MXA5_9FLAO,neuD_552
WP_316452486.1,neuD_553
tr|A0A378L496|A0A378L496_9GAMM,neuD_554
tr|A0A1H1RMV7|A0A1H1RMV7_9ACTN,neuD_555
fig|2761487.3.peg.4012,neuD_556
tr|A0A1H1S7J3|A0A1H1S7J3_9GAMM,neuD_557
tr|A0A1H1V2G7|A0A1H1V2G7_9FLAO,neuD_558
WP_316770961.1,neuD_559
fig|334735.14.peg.3243,neuD_560
WP_406651156.1,neuD_561
fig|1898104.2657.peg.867,neuD_562
tr|A0A1H2BAM7|A0A1H2BAM7_9ACTN,neuD_563
fig|239.250.peg.2396,neuD_564
fig|373672.11.peg.3127,neuD_565
fig|562.98359.peg.1259,neuD_566
WP_315997845.1,neuD_567
WP_314006046.1,neuD_568
fig|636.147.peg.2195,neuD_569
WP_315107603.1,neuD_570
WP_314989929.1,neuD_571
fig|562.144540.peg.398,neuD_572
WP_314282639.1,neuD_573
fig|452084.28.peg.344,neuD_574
fig|3121945.3.peg.843,neuD_575
tr|A0A1H3S8Q4|A0A1H3S8Q4_9BACI,neuD_576
fig|57706.339.peg.1836,neuD_577
WP_314102293.1,neuD_578
fig|208962.139.peg.1379,neuD_579
tr|A0A1H4AMV0|A0A1H4AMV0_9BACT,neuD_580
tr|A0A1H4BXM8|A0A1H4BXM8_9GAMM,neuD_581
