Header,internal_code
fig|747.2995.peg.1918,lst_295
fig|589.26.peg.1545,lst_296
fig|726.371.peg.1280,lst_297
fig|727.3015.peg.1077,lst_298
fig|487.3017.peg.1146,lst_299
fig|34062.145.peg.398,lst_300
fig|487.1585.peg.242,lst_301
fig|1917441.18.peg.194,lst_302
fig|545.195.peg.1510,lst_303
fig|487.2091.peg.1750,lst_304
fig|487.2746.peg.2004,lst_305
fig|487.2714.peg.1884,lst_306
fig|487.743.peg.1393,lst_307
fig|1733.4165.peg.7598,lst_308
fig|487.2520.peg.1630,lst_309
fig|1160751.3.peg.2994,lst_310
fig|505.115.peg.947,lst_311
fig|726.90.peg.1598,lst_312
fig|747.719.peg.1005,lst_313
fig|487.3707.peg.2300,lst_314
fig|747.2373.peg.865,lst_315
fig|470.21896.peg.820,lst_316
fig|505.137.peg.1365,lst_317
fig|28037.1890.peg.1533,lst_318
fig|545.307.peg.38,lst_319
fig|726.462.peg.1370,lst_320
fig|470.18820.peg.3335,lst_321
fig|470.17381.peg.3358,lst_322
fig|738.377.peg.610,lst_323
fig|1924944.37.peg.622,lst_324
fig|28901.23087.peg.105,lst_325
fig|46626.102.peg.4534,lst_326
fig|3149046.3.peg.1583,lst_327
fig|747.2996.peg.612,lst_328
fig|1795827.3.peg.245,lst_329
fig|28901.4332.peg.123,lst_330
fig|2766967.3.peg.2305,lst_331
fig|498217.4.peg.1120,lst_332
fig|2582921.3.peg.1460,lst_333
fig|487.488.peg.2253,lst_334
fig|202948.12.peg.249,lst_335
fig|28901.14420.peg.530,lst_336
fig|727.1050.peg.293,lst_337
fig|2582651.3.peg.1523,lst_338
fig|1288122.3.peg.1178,lst_339
fig|1121351.3.peg.1254,lst_340
fig|2830647.3.peg.1520,lst_341
fig|59203.12.peg.144,lst_342
fig|485.6036.peg.1851,lst_343
fig|487.2600.peg.2172,lst_344
fig|487.722.peg.2407,lst_345
fig|59202.405.peg.130,lst_346
fig|2839031.3.peg.192,lst_347
fig|564.225.peg.4213,lst_348
fig|67780.144.peg.1289,lst_349
fig|3278707.3.peg.26,lst_350
fig|3278708.3.peg.475,lst_351
fig|1715021.3.peg.2165,lst_352
fig|28037.282.peg.1428,lst_353
fig|59205.11.peg.708,lst_354
fig|1121352.3.peg.146,lst_355
fig|487.4497.peg.2225,lst_356
fig|487.4810.peg.1420,lst_357
fig|93378.4.peg.2259,lst_358
fig|485.7303.peg.1888,lst_359
fig|1733.5658.peg.13329,lst_360
fig|727.1634.peg.1593,lst_361
fig|1173775.4.peg.104,lst_362
fig|48296.504.peg.550,lst_363
fig|727.1370.peg.1984,lst_364
fig|400946.17.peg.1546,lst_365
fig|47735.15.peg.913,lst_366
fig|727.1681.peg.489,lst_367
fig|485.9753.peg.1943,lst_368
fig|889206.3.peg.811,lst_369
fig|41517.3.peg.236,lst_370
fig|28037.1642.peg.1525,lst_371
fig|28037.1491.peg.1287,lst_372
fig|487.1964.peg.450,lst_373
fig|34062.162.peg.916,lst_374
fig|1349.801.peg.673,lst_375
fig|747.2293.peg.483,lst_376
fig|485.8620.peg.1986,lst_377
fig|485.4962.peg.1729,lst_378
fig|545.47.peg.3018,lst_379
fig|1733.5722.peg.11475,lst_380
fig|1450515.3.peg.942,lst_381
fig|2582677.3.peg.646,lst_382
fig|1354263.4.peg.1549,lst_383
fig|485.9172.peg.2047,lst_384
fig|485.16391.peg.1765,lst_385
fig|59203.15.peg.1181,lst_386
fig|727.1494.peg.253,lst_387
fig|485.9693.peg.1686,lst_388
fig|726.278.peg.141,lst_389
fig|1733.9183.peg.10921,lst_390
fig|1095688.3.peg.1220,lst_391
fig|727.1225.peg.1708,lst_392
fig|225324.6.peg.1093,lst_393
fig|28901.1911.peg.3094,lst_394
fig|487.2601.peg.2019,lst_395
fig|727.965.peg.1573,lst_396
fig|34062.11.peg.236,lst_397
fig|487.2451.peg.2336,lst_398
fig|487.3965.peg.674,lst_399
fig|59204.46.peg.397,lst_400
fig|1307499.3.peg.1782,lst_401
fig|487.2398.peg.1370,lst_402
fig|2582634.3.peg.302,lst_403
fig|28901.23049.peg.1528,lst_404
fig|757.3.peg.312,lst_405
fig|753.31.peg.480,lst_406
fig|1773.28155.peg.5688,lst_407
fig|485.7307.peg.1737,lst_408
fig|485.19497.peg.2078,lst_409
fig|858317.4.peg.4138,lst_410
fig|505.138.peg.2229,lst_411
fig|83427.309.peg.147,lst_412
fig|504.149.peg.258,lst_413
fig|489.20.peg.1462,lst_414
fig|740.45.peg.1254,lst_415
fig|2094731.8.peg.931,lst_416
fig|485.5645.peg.1946,lst_417
fig|485.9392.peg.1770,lst_418
fig|1261658.3.peg.1861,lst_419
fig|1032623.9.peg.1266,lst_420
fig|726.369.peg.1233,lst_421
fig|727.295.peg.300,lst_422
fig|487.1754.peg.2274,lst_423
fig|487.694.peg.2259,lst_424
fig|75985.568.peg.449,lst_425
fig|75985.569.peg.2081,lst_426
fig|263769.6.peg.1918,lst_427
fig|485.4977.peg.2010,lst_428
fig|2500160.3.peg.5358,lst_429
fig|487.1889.peg.2395,lst_430
fig|485.70.peg.1980,lst_431
fig|1190570.3.peg.1129,lst_432
fig|486.161.peg.1248,lst_433
fig|733.3.peg.1883,lst_434
fig|485.7165.peg.1710,lst_435
fig|1869227.1047.peg.1586,lst_436
fig|59202.17.peg.4232,lst_437
fig|2830646.10.peg.346,lst_438
fig|502.59.peg.1427,lst_439
fig|202947.10.peg.211,lst_440
fig|489.35.peg.169,lst_441
fig|550.4138.peg.3880,lst_442
fig|470.22245.peg.1304,lst_443
fig|470.27473.peg.3177,lst_444
fig|485.19597.peg.1322,lst_445
fig|487.4230.peg.2371,lst_446
fig|28037.1620.peg.1615,lst_447
fig|28037.1684.peg.1472,lst_448
fig|67824.68.peg.2686,lst_449
fig|470.28503.peg.3052,lst_450
fig|34062.254.peg.3054,lst_451
fig|590.14800.peg.2184,lst_452
fig|485.7537.peg.1753,lst_453
fig|487.2487.peg.1445,lst_454
fig|487.561.peg.2239,lst_455
fig|487.2492.peg.2113,lst_456
fig|29432.4.peg.14,lst_457
fig|485.9604.peg.695,lst_458
fig|47735.17.peg.904,lst_459
fig|487.3982.peg.544,lst_460
fig|28037.96.peg.69,lst_461
fig|1661745.3.peg.1622,lst_462
fig|590.15514.peg.4413,lst_463
fig|59202.18.peg.151,lst_464
fig|1906581.12.peg.234,lst_465
fig|487.833.peg.1434,lst_466
fig|726.438.peg.1583,lst_467
fig|2564530.3.peg.3297,lst_468
fig|753.20.peg.496,lst_469
fig|208548.12.peg.1318,lst_470
fig|747.1903.peg.29,lst_471
fig|374451.3.peg.2398,lst_472
fig|436295.19.peg.2558,lst_473
fig|2985103.3.peg.1375,lst_474
fig|2709122.8.peg.3581,lst_475
fig|564.401.peg.285,lst_476
fig|2303322.4.peg.3451,lst_477
fig|2953840.3.peg.2144,lst_478
fig|202947.15.peg.229,lst_479
fig|738.344.peg.605,lst_480
fig|738.355.peg.2073,lst_481
fig|3100349.58.peg.774,lst_482
fig|727.4164.peg.277,lst_483
fig|123812.6.peg.2054,lst_484
fig|34062.200.peg.1762,lst_485
fig|487.4536.peg.2957,lst_486
fig|75985.158.peg.796,lst_487
fig|670.424.peg.3650,lst_488
fig|59201.2185.peg.2243,lst_489
fig|1505961.9.peg.4412,lst_490
fig|1145195.3.peg.1035,lst_491
fig|887324.3.peg.1789,lst_492
fig|485.6607.peg.1787,lst_493
fig|470.28302.peg.152,lst_494
fig|2601037.3.peg.49,lst_495
fig|727.1568.peg.26,lst_496
fig|539.176.peg.2449,lst_497
fig|34062.125.peg.2545,lst_498
fig|67780.186.peg.419,lst_499
fig|28037.1798.peg.1528,lst_500
fig|59201.3809.peg.137,lst_501
fig|40214.515.peg.246,lst_502
fig|3100349.12.peg.73,lst_503
fig|727.3132.peg.132,lst_504
fig|28037.1977.peg.903,lst_505
fig|550.4274.peg.3360,lst_506
fig|502.69.peg.744,lst_507
fig|41976.118.peg.141,lst_508
fig|2303322.3.peg.987,lst_509
fig|45972.119.peg.1757,lst_510
fig|83427.384.peg.72,lst_511
fig|727.1156.peg.1263,lst_512
fig|747.472.peg.3096,lst_513
fig|3100349.39.peg.2360,lst_514
fig|59201.543.peg.391,lst_515
fig|487.3790.peg.2175,lst_516
fig|487.2771.peg.2479,lst_517
fig|123824.4.peg.348,lst_518
fig|1733.9217.peg.5841,lst_519
fig|747.1051.peg.470,lst_520
fig|1095727.3.peg.128,lst_521
fig|1120931.3.peg.1560,lst_522
fig|1303.944.peg.2358,lst_523
fig|590.14310.peg.1458,lst_524
fig|286783.520.peg.608,lst_525
fig|935590.4.peg.2147,lst_526
fig|1071947.3.peg.978,lst_527
fig|756892.20.peg.346,lst_528
fig|738.324.peg.617,lst_529
fig|487.2777.peg.2035,lst_530
fig|485.12772.peg.774,lst_531
fig|1906581.7.peg.238,lst_532
fig|747.973.peg.694,lst_533
fig|1032866.4.peg.2214,lst_534
fig|2577121.3.peg.3657,lst_535
fig|487.3158.peg.2499,lst_536
fig|747.897.peg.975,lst_537
fig|75985.1068.peg.2803,lst_538
fig|363569.124.peg.2232,lst_539
fig|75985.1109.peg.646,lst_540
fig|487.2308.peg.2330,lst_541
fig|487.2346.peg.2359,lst_542
fig|726.426.peg.541,lst_543
fig|487.1818.peg.71,lst_544
fig|590.16419.peg.3669,lst_545
fig|28037.222.peg.288,lst_546
fig|762965.3.peg.340,lst_547
fig|726.140.peg.1728,lst_548
fig|738.185.peg.739,lst_549
fig|590.17200.peg.2686,lst_550
fig|487.2648.peg.1939,lst_551
fig|487.2214.peg.1465,lst_552
fig|1739535.3.peg.702,lst_553
fig|59202.15.peg.2515,lst_554
fig|726.151.peg.110,lst_555
fig|726.276.peg.104,lst_556
fig|727.2181.peg.341,lst_557
fig|2907146.3.peg.345,lst_558
fig|485.15797.peg.1622,lst_559
fig|731.301.peg.2099,lst_560
fig|28037.1622.peg.1521,lst_561
fig|28037.1600.peg.1215,lst_562
fig|28037.1646.peg.1104,lst_563
fig|487.2742.peg.2015,lst_564
fig|1733.9358.peg.23272,lst_565
fig|1348243.3.peg.1761,lst_566
fig|59201.793.peg.1734,lst_567
fig|545.320.peg.4401,lst_568
fig|726.466.peg.1149,lst_569
fig|72.19.peg.341,lst_570
fig|48296.827.peg.163,lst_571
fig|75985.1067.peg.2369,lst_572
fig|1924944.251.peg.55,lst_573
fig|3388980.3.peg.3216,lst_574
fig|1145127.3.peg.1137,lst_575
fig|502.40.peg.1956,lst_576
fig|54736.19.peg.1802,lst_577
fig|470.6729.peg.3177,lst_578
fig|487.3720.peg.2146,lst_579
fig|590.17522.peg.3275,lst_580
fig|561231.5.peg.2949,lst_581
fig|1980920.3.peg.1004,lst_582
fig|487.2480.peg.529,lst_583
fig|1733.9157.peg.5374,lst_584
fig|487.2478.peg.2409,lst_585
fig|1581059.4.peg.2089,lst_586
fig|487.2754.peg.1441,lst_587
fig|2020713.3.peg.1533,lst_588
fig|1733.3175.peg.6765,lst_589
fig|2705459.3.peg.238,lst_590
fig|753.32.peg.203,lst_591
fig|28037.1627.peg.1151,lst_592
fig|550.4137.peg.2347,lst_593
fig|2985107.3.peg.385,lst_594
fig|516935.3.peg.192,lst_595
fig|470.12223.peg.1684,lst_596
fig|2953834.3.peg.1781,lst_597
fig|28037.1891.peg.780,lst_598
fig|29391.51.peg.752,lst_599
fig|1795832.19.peg.777,lst_600
fig|487.4468.peg.347,lst_601
fig|471.126.peg.3513,lst_602
fig|48296.1152.peg.3197,lst_603
fig|486.178.peg.582,lst_604
fig|487.2764.peg.2369,lst_605
fig|470.12919.peg.2429,lst_606
fig|2582661.3.peg.923,lst_607
fig|3046322.3.peg.498,lst_608
fig|504.107.peg.1510,lst_609
fig|502.61.peg.645,lst_610
fig|1907940.3.peg.700,lst_611
fig|747.136.peg.338,lst_612
fig|485.981.peg.1969,lst_613
fig|28901.3933.peg.4735,lst_614
fig|487.547.peg.1250,lst_615
fig|487.2106.peg.128,lst_616
fig|485.5300.peg.2118,lst_617
fig|727.1652.peg.1021,lst_618
fig|2529850.3.peg.1073,lst_619
fig|59204.58.peg.243,lst_620
fig|1795830.3.peg.2237,lst_621
fig|505.121.peg.1588,lst_622
fig|83427.78.peg.581,lst_623
fig|28037.1732.peg.1511,lst_624
fig|48296.644.peg.150,lst_625
fig|485.12857.peg.1668,lst_626
fig|1733.9656.peg.12815,lst_627
fig|487.1994.peg.239,lst_628
fig|149386.6.peg.298,lst_629
fig|485.4355.peg.1985,lst_630
fig|747.1902.peg.997,lst_631
fig|1343.105.peg.513,lst_632
fig|159270.19.peg.1738,lst_633
fig|485.18396.peg.1965,lst_634
fig|257758.16.peg.1620,lst_635
fig|1980118.3.peg.1760,lst_636
fig|3103145.8.peg.1401,lst_637
fig|28901.5587.peg.2520,lst_638
fig|470.27456.peg.3187,lst_639
fig|636.163.peg.2219,lst_640
fig|1946464.3.peg.1498,lst_641
fig|1348242.3.peg.1632,lst_642
fig|727.1437.peg.1529,lst_643
fig|487.1970.peg.2594,lst_644
fig|485.7246.peg.1697,lst_645
fig|590.15853.peg.2062,lst_646
fig|485.9335.peg.1950,lst_647
fig|738.17.peg.681,lst_648
fig|485.4871.peg.1781,lst_649
fig|727.550.peg.1850,lst_650
fig|28901.9633.peg.865,lst_651
fig|487.1750.peg.952,lst_652
fig|28901.14320.peg.4727,lst_653
fig|28037.1493.peg.2202,lst_654
fig|485.4363.peg.2013,lst_655
fig|485.15197.peg.1990,lst_656
fig|1659724.4.peg.607,lst_657
fig|3144844.3.peg.3900,lst_658
fig|28037.1590.peg.1617,lst_659
fig|3241157.3.peg.1320,lst_660
fig|505.145.peg.380,lst_661
fig|562.141467.peg.1558,lst_662
fig|316089.128.peg.925,lst_663
fig|218034.22.peg.1186,lst_664
fig|738.294.peg.805,lst_665
fig|738.270.peg.1289,lst_666
fig|545.412.peg.38,lst_667
fig|485.6282.peg.1966,lst_668
fig|1032868.3.peg.655,lst_669
fig|487.2677.peg.1544,lst_670
fig|28037.237.peg.1214,lst_671
fig|1028805.3.peg.410,lst_672
fig|487.2359.peg.2050,lst_673
fig|726.145.peg.143,lst_674
fig|59203.17.peg.364,lst_675
fig|1733.9420.peg.10382,lst_676
fig|2049028.6.peg.1249,lst_677
fig|1967589.3.peg.3204,lst_678
fig|727.1476.peg.1489,lst_679
fig|487.2220.peg.5638,lst_680
fig|44283.25.peg.974,lst_681
fig|165302.46.peg.4554,lst_682
fig|153491.3.peg.270,lst_683
fig|340190.113.peg.1415,lst_684
fig|487.1540.peg.2174,lst_685
fig|59205.85.peg.3358,lst_686
fig|35703.148.peg.2392,lst_687
fig|1334187.7.peg.2633,lst_688
fig|2917790.21.peg.2161,lst_689
fig|28037.1710.peg.1730,lst_690
fig|159270.30.peg.2321,lst_691
fig|470.20991.peg.3401,lst_692
fig|470.20767.peg.1912,lst_693
fig|3031919.3.peg.34,lst_694
fig|1906581.38.peg.440,lst_695
fig|487.2428.peg.2388,lst_696
fig|487.4637.peg.2229,lst_697
fig|487.4664.peg.1013,lst_698
fig|1967620.3.peg.1675,lst_699
fig|726.119.peg.1756,lst_700
fig|539.171.peg.2714,lst_701
fig|718.5.peg.467,lst_702
fig|1348244.3.peg.1642,lst_703
fig|35703.118.peg.2025,lst_704
fig|1305772.3.peg.1612,lst_705
fig|545.59.peg.4966,lst_706
fig|1733.4639.peg.6589,lst_707
fig|59204.182.peg.90,lst_708
fig|34062.13.peg.1630,lst_709
fig|682957.3.peg.2576,lst_710
fig|485.9275.peg.1962,lst_711
fig|29432.4.peg.45,lst_712
fig|487.3973.peg.394,lst_713
fig|54736.35.peg.1260,lst_714
fig|1069617.3.peg.1510,lst_715
fig|1263829.3.peg.640,lst_716
fig|487.823.peg.1039,lst_717
fig|487.2442.peg.2251,lst_718
fig|727.1359.peg.981,lst_719
fig|202947.12.peg.217,lst_720
fig|316089.120.peg.869,lst_721
fig|727.3105.peg.1145,lst_722
fig|34062.176.peg.1622,lst_723
fig|137732.32.peg.1439,lst_724
fig|75985.965.peg.2257,lst_725
fig|727.1246.peg.1694,lst_726
