Header,internal_code
fig|562.139939.peg.4690|VEE42_44710|,kpsM_121
fig|562.139952.peg.777|VEE24_07400|,kpsM_122
fig|562.139957.peg.4462|VEE25_42530|,kpsM_123
fig|562.156809.peg.4040|VEE66_38630|,kpsM_124
fig|562.28567.peg.2628|CSC07_2475|,kpsM_125
fig|562.31088.peg.4521|SAMEA3472087_04852|,kpsM_126
fig|562.31226.peg.4066|SAMEA3753077_04633|,kpsM_127
fig|562.31256.peg.2435|SAMEA3752684_00913|,kpsM_128
fig|562.33280.peg.3835|CSC37_3896|,kpsM_129
fig|562.33524.peg.2375|C4A17_02155|,kpsM_130
fig|562.34156.peg.133|NCTC7152_05171|,kpsM_131
fig|562.34157.peg.2113|NCTC7928_02070|,kpsM_132
fig|562.34178.peg.837|NCTC9014_00874|,kpsM_133
fig|562.34189.peg.835|NCTC7927_00919|,kpsM_134
fig|562.34192.peg.4571|NCTC11101_04428|,kpsM_135
fig|562.34203.peg.782|NCTC9015_00910|,kpsM_136
fig|562.34204.peg.826|NCTC11106_00899|,kpsM_137
fig|562.34224.peg.2744|NCTC10961_02533|,kpsM_138
fig|562.34255.peg.790|NCTC9086_00943|,kpsM_139
fig|562.34285.peg.799|NCTC9005_00811|,kpsM_140
fig|562.34294.peg.1102|NCTC9075_01187|,kpsM_141
fig|562.34301.peg.3058|NCTC10429_04765|,kpsM_142
fig|562.34330.peg.4949|NCTC9013_02473|,kpsM_143
fig|562.39541.peg.3959|NCTC8196_03940|,kpsM_144
fig|562.39547.peg.3454|NCTC11133_03456|,kpsM_145
fig|562.46785.peg.4991|ExPCM17_04510|,kpsM_146
fig|562.46804.peg.700|ExPECSC018_00664|,kpsM_147
fig|562.46832.peg.5063|ExPECSC048_04725|,kpsM_148
fig|562.46838.peg.3559|ExPECSC056_03376|,kpsM_149
fig|562.46839.peg.4874|ExPECSC057_04648|,kpsM_150
fig|562.46906.peg.1485|HmCms169_01415|,kpsM_151
fig|562.46947.peg.1219|HmCmsJML030_01128|,kpsM_152
fig|562.46968.peg.45|HmCmsJML054_00033|,kpsM_153
fig|562.47026.peg.4625|HmCmsJML116_04432|,kpsM_154
fig|562.47048.peg.2298|HmCmsJML144_02217|,kpsM_155
fig|562.47451.peg.4566|BvCmsOUP080_04323|,kpsM_156
fig|562.47517.peg.73|BvCmsSIP063_00057|,kpsM_157
fig|562.47538.peg.792|ExPUPEC79_00683|,kpsM_158
fig|562.67677.peg.338|GKADGODO_02235|,kpsM_159
fig|562.67751.peg.331|SAMEA104370105_00333|,kpsM_160
fig|562.67825.peg.4484|SAMEA104370049_04432|,kpsM_161
fig|562.79211.peg.814|FJMB80155_07750|,kpsM_162
fig|562.79212.peg.5148|NIHE151569_47300|,kpsM_163
fig|562.86782.peg.765|VEGS20_07410|,kpsM_164
fig|565.8.peg.4457|NCTC12129_04305|,kpsM_165
fig|573.10000.peg.3190|SAMEA4370515_01366|,kpsM_166
fig|573.10001.peg.1999|SAMEA4362629_01899|,kpsM_167
fig|573.10006.peg.14|SAMEA4362632_05287|,kpsM_168
fig|573.10007.peg.3953|SAMEA4362635_02107|,kpsM_169
fig|573.20161.peg.1749|NCTC9162_01715|,kpsM_170
fig|573.20192.peg.104|SAMEA23995918_05110|,kpsM_171
fig|573.20333.peg.2270|SAMEA4364641_04270|,kpsM_172
fig|573.20377.peg.1911|SAMEA4364635_01170|,kpsM_173
fig|573.20391.peg.14477|SAMEA104305404_13826|,kpsM_174
fig|573.20663.peg.639|SAMEA3649843_04909|,kpsM_175
fig|573.21202.peg.3432|SAMEA3729896_00002|,kpsM_176
fig|573.21271.peg.4185|SAMEA3729832_04578|,kpsM_177
fig|573.26108.peg.538|SAMEA104567910_00534|,kpsM_178
fig|573.27597.peg.1992|NCTC9156_01967|,kpsM_179
fig|573.9871.peg.1191|SAMEA3303997_04893|,kpsM_180
fig|573.9912.peg.672|SAMEA3531577_04711|,kpsM_181
fig|577.12.peg.4055|NCTC13038_03854|,kpsM_182
fig|580.16.peg.6270|NCTC12993_05842|,kpsM_183
fig|587753.54.peg.3553|NCTC10686_05931|,kpsM_184
fig|59620.22.peg.2014|SAMEA3545337_01642|,kpsM_185
fig|59620.56.peg.1753|SAMEA3545383_00342|,kpsM_186
fig|614.116.peg.841|SAMEA4857310_00824|,kpsM_187
fig|615.161.peg.2102|ERS381491_02044|,kpsM_188
fig|615.182.peg.2106|ERS381287_02021|,kpsM_189
fig|615.2374.peg.1439|SAMEA4857404_01360|,kpsM_190
fig|615.2396.peg.2103|SAMEA13201025_02053|,kpsM_191
fig|61652.25.peg.4585|NCTC9419_04375|,kpsM_192
fig|61652.26.peg.4804|NCTC10036_04722|,kpsM_193
fig|630.141.peg.1755|ERS008498_01695|,kpsM_194
fig|631.10.peg.3335|ERS008527_03212|,kpsM_195
fig|631.11.peg.2942|ERS008454_02846|,kpsM_196
fig|631.15.peg.2909|ERS008476_02879|,kpsM_197
fig|631.8.peg.4586|ERS008486_04433|,kpsM_198
fig|634.4.peg.2985|ERS008506_02892|,kpsM_199
fig|644.1384.peg.2710|LCEOLIKB_02711|,kpsM_200
fig|648.376.peg.4398|KAM374_41800|,kpsM_201
fig|648.853.peg.1680|KAM473_16020|,kpsM_202
fig|1353890.3.peg.1011|LMG3441_00984|,kpsM_203
fig|651.59.peg.2763|WP7W18E02_26620|,kpsM_204
fig|722419.3.peg.694|PH505_ae01030|VBIPseHal154278_0694|,kpsM_205
fig|137545.19.peg.743|SAMEA4857246_00734|,kpsM_206
fig|765821.10.peg.2058|SAMEA3545328_02304|,kpsM_207
fig|765821.6.peg.2354|SAMEA3545256_01676|,kpsM_208
fig|82995.11.peg.977|SAMEA4857351_00989|,kpsM_209
fig|83655.101.peg.2736|NCTC10600_02631|,kpsM_210
fig|137545.41.peg.2049|SAMEA4857228_02018|,kpsM_211
