Header,internal_code
fig|858640.7.peg.3703,neuA_61
tr|A0A066WRY6|A0A066WRY6_9FLAO,neuA_62
fig|83664.89.peg.2948,neuA_63
fig|1801692.3.peg.571,neuA_64
fig|1407055.5.peg.331,neuA_65
tr|A0A069RCL6|A0A069RCL6_PEPLI,neuA_66
fig|1136164.3.peg.4105,neuA_67
fig|2479928.3.peg.3991,neuA_68
fig|28037.1675.peg.1801,neuA_69
fig|175537.25.peg.1602,neuA_70
fig|2035771.3.peg.1835,neuA_71
fig|411153.5.peg.871,neuA_72
fig|2026724.74.peg.973,neuA_73
tr|A0A076F6I9|A0A076F6I9_9BACT,neuA_74
tr|A0A076F901|A0A076F901_9BACT,neuA_75
fig|301375.19.peg.165,neuA_76
fig|1443036.4.peg.318,neuA_77
fig|281031.135.peg.556,neuA_78
fig|1114867.4.peg.3734,neuA_79
tr|A0A076HIH1|A0A076HIH1_9SYNE,neuA_80
fig|1288122.3.peg.1181,neuA_81
fig|152490.5.peg.827,neuA_82
fig|1871037.287.peg.629,neuA_83
fig|194843.1076.peg.380,neuA_84
fig|543132.6.peg.2369,neuA_85
tr|A0A078BJL8|A0A078BJL8_9BURK,neuA_86
tr|A0A078R5T6|A0A078R5T6_PHOVU,neuA_87
fig|2017159.3.peg.395,neuA_88
tr|A0A080LRL8|A0A080LRL8_9PROT,neuA_89
tr|A0A081B9Q6|A0A081B9Q6_9HYPH,neuA_90
fig|670.4354.peg.1576,neuA_91
fig|1977087.1090.peg.817,neuA_92
fig|2829817.3.peg.2827,neuA_93
fig|1872532.13.peg.1374,neuA_94
fig|2049042.10.peg.563,neuA_95
tr|A0A081SB73|A0A081SB73_STRMT,neuA_96
fig|2053586.33.peg.1556,neuA_97
tr|A0A081TT39|A0A081TT39_BACFG,neuA_98
fig|2591463.3.peg.616,neuA_99
tr|A0A084IKW8|A0A084IKW8_SALHC,neuA_100
tr|A0A084JP50|A0A084JP50_9FIRM,neuA_101
fig|89402.4.peg.3767,neuA_102
tr|A0A084JVY1|A0A084JVY1_NONUL,neuA_103
fig|47951.75.peg.4449,neuA_104
fig|2171498.4.peg.5580,neuA_105
fig|1802692.3.peg.849,neuA_106
tr|A0A084ZLD6|A0A084ZLD6_9ENTR,neuA_107
fig|1352.9101.peg.4419,neuA_108
fig|1898203.1861.peg.1486,neuA_109
tr|A0A085FDC3|A0A085FDC3_9BURK,neuA_110
tr|A0A085U9K7|A0A085U9K7_YERRU,neuA_111
fig|2044940.193.peg.3917,neuA_112
fig|463303.20.peg.263,neuA_113
fig|348578.456.peg.1537,neuA_114
fig|348578.392.peg.121,neuA_115
fig|3014562.3.peg.3426,neuA_116
fig|2026724.1940.peg.820,neuA_117
tr|A0A086Y0U4|A0A086Y0U4_9RHOB,neuA_118
fig|2975059.6.peg.557,neuA_119
fig|2978345.5.peg.3179,neuA_120
fig|316088.124.peg.1365,neuA_121
fig|1912245.3.peg.1910,neuA_122
fig|202947.10.peg.208,neuA_123
tr|A0A089P5I1|A0A089P5I1_9CYAN,neuA_124
tr|A0A090IHB0|A0A090IHB0_9GAMM,neuA_125
fig|575426.574.peg.1053,neuA_126
fig|447060.13.peg.926,neuA_127
fig|37372.44.peg.2104,neuA_128
tr|A0A090S5K0|A0A090S5K0_9VIBR,neuA_129
bvo:Pan97_06830,neuA_130
tr|A0A090TC83|A0A090TC83_9VIBR,neuA_131
tr|A0A090VXA3|A0A090VXA3_9FLAO,neuA_132
fig|2949911.3.peg.3468,neuA_133
fig|2886038.9.peg.3873,neuA_134
fig|2026770.142.peg.1156,neuA_135
fig|348578.711.peg.1674,neuA_136
fig|165436.390.peg.2215,neuA_137
tr|A0A096BG33|A0A096BG33_9FIRM,neuA_138
fig|674529.329.peg.4426,neuA_139
tr|A0A097I5B3|A0A097I5B3_ACIBA,neuA_140
fig|2358456.58.peg.180,neuA_141
tr|A0A098G439|A0A098G439_9GAMM,neuA_142
tr|A0A099G994|A0A099G994_9RHOB,neuA_143
fig|28037.1627.peg.1152,neuA_144
fig|2838789.3.peg.453,neuA_145
fig|1048740.5.peg.1118,neuA_146
fig|1303.944.peg.2357,neuA_147
fig|2939578.8.peg.2018,neuA_148
fig|1072665.3.peg.2355,neuA_149
tr|A0A0A0IFF1|A0A0A0IFF1_CLOBO,neuA_150
tr|A0A0A0QER1|A0A0A0QER1_GLAPU,neuA_151
fig|86473.1080.peg.2638,neuA_152
tr|A0A0A2A7T6|A0A0A2A7T6_PROMR,neuA_153
fig|35621.11.peg.2611,neuA_154
fig|77133.1812.peg.117,neuA_155
tr|A0A0A2BHU6|A0A0A2BHU6_9CYAN,neuA_156
fig|2053591.186.peg.6502,neuA_157
fig|2735565.10.peg.928,neuA_158
fig|2049428.133.peg.210,neuA_159
tr|A0A0A2SV99|A0A0A2SV99_9GAMM,neuA_160
tr|A0A0A2T883|A0A0A2T883_9GAMM,neuA_161
fig|1898104.1113.peg.2149,neuA_162
tr|A0A0A2TJQ3|A0A0A2TJQ3_9FIRM,neuA_163
fig|2951141.5.peg.1240,neuA_164
tr|A0A0A3HV58|A0A0A3HV58_9BACL,neuA_165
fig|670.3858.peg.1913,neuA_166
fig|471827.10.peg.1093,neuA_167
fig|1871037.649.peg.846,neuA_168
fig|2026780.1021.peg.3545,neuA_169
fig|1913989.2380.peg.680,neuA_170
fig|195.3892.peg.1183,neuA_171
fig|2202734.600.peg.757,neuA_172
tr|A0A0A8H5G7|A0A0A8H5G7_9BACT,neuA_173
tr|A0A0A8HB82|A0A0A8HB82_9BACT,neuA_174
fig|197.24080.peg.173,neuA_175
fig|2890320.8.peg.2605,neuA_176
tr|A0A0A8J686|A0A0A8J686_ECOLX,neuA_177
tr|A0A0A8JYN2|A0A0A8JYN2_9HYPH,neuA_178
tr|A0A0A8UTY9|A0A0A8UTY9_LEGHA,neuA_179
fig|1869227.3249.peg.13475,neuA_180
tr|A0A0B0HC00|A0A0B0HC00_SOVGS,neuA_181
fig|2025608.33.peg.2273,neuA_182
tr|A0A0B0IBP3|A0A0B0IBP3_9BACI,neuA_183
fig|2949975.5.peg.2495,neuA_184
tr|A0A0B2AE06|A0A0B2AE06_9MICO,neuA_185
fig|165758.4.peg.1029,neuA_186
tr|A0A0B2JXP0|A0A0B2JXP0_9FIRM,neuA_187
fig|1879010.9529.peg.1016,neuA_188
tr|A0A0B3Y6N4|A0A0B3Y6N4_9ALTE,neuA_189
fig|2817893.4.peg.468,neuA_190
fig|2030927.462.peg.520,neuA_191
rlc:K227x_18860,neuA_192
fig|680026.14.peg.2494,neuA_193
tr|A0A0B5FSD2|A0A0B5FSD2_9BACT,neuA_194
tr|A0A0B6D4Y2|A0A0B6D4Y2_9GAMM,neuA_195
fig|1871071.660.peg.828,neuA_196
tr|A0A0B7MDX7|A0A0B7MDX7_9FIRM,neuA_197
fig|244328.6199.peg.553,neuA_198
tr|A0A0B8T0S1|A0A0B8T0S1_9SPHI,neuA_199
fig|2137880.131.peg.219,neuA_200
fig|2840854.3.peg.806,neuA_201
fig|50719.117.peg.4460,neuA_202
fig|79329.13.peg.477,neuA_203
tr|A0A0C1U2S6|A0A0C1U2S6_9BACT,neuA_204
fig|45677.11.peg.1797,neuA_205
fig|2448054.293.peg.341,neuA_206
fig|265883.4.peg.2057,neuA_207
fig|2886046.3.peg.2937,neuA_208
tr|A0A0C2JUM0|A0A0C2JUM0_9VIBR,neuA_209
fig|2283092.482.peg.2886,neuA_210
fig|2212474.90.peg.6399,neuA_211
tr|A0A0C2ZGR4|A0A0C2ZGR4_9BACT,neuA_212
tr|A0A0C3QZK3|A0A0C3QZK3_9GAMM,neuA_213
fig|3095368.3.peg.267,neuA_214
fig|2212468.248.peg.47,neuA_215
fig|1180.48.peg.4671,neuA_216
fig|2021379.191.peg.3599,neuA_217
fig|1935446.58.peg.3197,neuA_218
tr|A0A0D3L9Q3|A0A0D3L9Q3_9BACT,neuA_219
fig|421767.17.peg.3387,neuA_220
tr|A0A0D4BZ40|A0A0D4BZ40_9MICC,neuA_221
fig|851.613.peg.1974,neuA_222
fig|390640.23.peg.863,neuA_223
fig|1898105.149.peg.1144,neuA_224
fig|297314.4245.peg.1083,neuA_225
tr|A0A0D7E337|A0A0D7E337_STUST,neuA_226
fig|2038653.4.peg.2476,neuA_227
tr|A0A0D7N8R1|A0A0D7N8R1_9BRAD,neuA_228
tr|A0A0D7NFG6|A0A0D7NFG6_9BRAD,neuA_229
fig|2049432.56.peg.901,neuA_230
tr|A0A0D7Q148|A0A0D7Q148_9BRAD,neuA_231
fig|2014784.54.peg.2745,neuA_232
fig|1871037.832.peg.916,neuA_233
fig|1898104.3177.peg.2055,neuA_234
fig|2877123.10.peg.1442,neuA_235
tr|A0A0D9AEJ2|A0A0D9AEJ2_STUST,neuA_236
fig|165185.782.peg.785,neuA_237
fig|2028575.4.peg.909,neuA_238
fig|446043.155.peg.657,neuA_239
fig|2018664.3.peg.178,neuA_240
tr|A0A0E2AMA7|A0A0E2AMA7_BACFG,neuA_241
tr|A0A0E2DTR9|A0A0E2DTR9_9LEPT,neuA_242
fig|297314.2939.peg.494,neuA_243
fig|670.6402.peg.639,neuA_244
fig|91750.1656.peg.1313,neuA_245
fig|1352.10574.peg.4968,neuA_246
tr|A0A0F0C9L0|A0A0F0C9L0_9CLOT,neuA_247
fig|2044936.527.peg.1649,neuA_248
fig|331630.779.peg.939,neuA_249
fig|297314.12991.peg.627,neuA_250
fig|543031.4.peg.2055,neuA_251
fig|297314.16386.peg.809,neuA_252
fig|297314.16306.peg.1056,neuA_253
fig|77133.5603.peg.66,neuA_254
tr|A0A0F2NHY7|A0A0F2NHY7_9BACT,neuA_255
tr|A0A0F2PTH8|A0A0F2PTH8_9FIRM,neuA_256
fig|1979412.20.peg.1286,neuA_257
tr|A0A0F2RBJ0|A0A0F2RBJ0_9PROT,neuA_258
fig|1869227.5236.peg.553,neuA_259
tr|A0A0F2SDD5|A0A0F2SDD5_9FIRM,neuA_260
tr|A0A0F3GHC9|A0A0F3GHC9_9BACT,neuA_261
tr|A0A0F3GHQ4|A0A0F3GHQ4_9BACT,neuA_262
fig|172042.165.peg.594,neuA_263
fig|726.467.peg.562,neuA_264
fig|159271.105.peg.335,neuA_265
fig|2910147.47.peg.2373,neuA_266
tr|A0A0F4JWF8|A0A0F4JWF8_9ACTN,neuA_267
fig|2321116.29.peg.1493,neuA_268
tr|A0A0F4PNZ1|A0A0F4PNZ1_9GAMM,neuA_269
tr|A0A0F4RJ69|A0A0F4RJ69_9RHOB,neuA_270
fig|1869227.7147.peg.1608,neuA_271
fig|1869227.7125.peg.3814,neuA_272
fig|376.242.peg.4218,neuA_273
fig|2026761.101.peg.1677,neuA_274
tr|A0A0F5P7J1|A0A0F5P7J1_9SPHN,neuA_275
fig|174711.95.peg.1183,neuA_276
fig|505317.6.peg.1939,neuA_277
fig|669.407.peg.2924,neuA_278
fig|1898207.5177.peg.3721,neuA_279
tr|A0A0F6YJ74|A0A0F6YJ74_9BACT,neuA_280
fig|2202734.754.peg.2027,neuA_281
tr|A0A0F7M0J7|A0A0F7M0J7_9GAMM,neuA_282
fig|3021774.7.peg.2365,neuA_283
tr|A0A0G0DIE0|A0A0G0DIE0_9BACT,neuA_284
fig|477690.25.peg.648,neuA_285
fig|2962570.3.peg.45,neuA_286
tr|A0A0G0KSQ3|A0A0G0KSQ3_9BACT,neuA_287
tr|A0A0G0LLU7|A0A0G0LLU7_9BACT,neuA_288
tr|A0A0G0MI86|A0A0G0MI86_9BACT,neuA_289
fig|2485925.2816.peg.1116,neuA_290
fig|2996898.3.peg.2355,neuA_291
fig|1869227.6220.peg.609,neuA_292
tr|A0A0G0NZ22|A0A0G0NZ22_9BACT,neuA_293
tr|A0A0G0PNW5|A0A0G0PNW5_9BACT,neuA_294
tr|A0A0G0QQG7|A0A0G0QQG7_9BACT,neuA_295
fig|3076476.5.peg.1289,neuA_296
fig|3074650.3.peg.2476,neuA_297
tr|A0A0G0TEQ3|A0A0G0TEQ3_9BACT,neuA_298
tr|A0A0G0TR98|A0A0G0TR98_9BACT,neuA_299
tr|A0A0G0U159|A0A0G0U159_9BACT,neuA_300
fig|239.258.peg.2788,neuA_301
fig|1492.371.peg.624,neuA_302
fig|2212467.1579.peg.635,neuA_303
fig|297314.9929.peg.3413,neuA_304
tr|A0A0G0Z9C2|A0A0G0Z9C2_9BACT,neuA_305
tr|A0A0G0ZN55|A0A0G0ZN55_9BACT,neuA_306
tr|A0A0G1C4L3|A0A0G1C4L3_9BACT,neuA_307
tr|A0A0G1D1M6|A0A0G1D1M6_9BACT,neuA_308
tr|A0A0G1D5D7|A0A0G1D5D7_9BACT,neuA_309
fig|1235790.89.peg.481,neuA_310
tr|A0A0G1DWM0|A0A0G1DWM0_9BACT,neuA_311
fig|2026735.2791.peg.649,neuA_312
fig|2163171.425.peg.114,neuA_313
tr|A0A0G1IF84|A0A0G1IF84_9BACT,neuA_314
fig|297314.12632.peg.814,neuA_315
fig|297314.13759.peg.2264,neuA_316
tr|A0A0G1JUP9|A0A0G1JUP9_9BACT,neuA_317
fig|2212467.1416.peg.99,neuA_318
fig|52694.7.peg.459,neuA_319
tr|A0A0G1JUR2|A0A0G1JUR2_9BACT,neuA_320
tr|A0A0G1JYW3|A0A0G1JYW3_9BACT,neuA_321
fig|2883545.12.peg.594,neuA_322
fig|2957501.3.peg.1079,neuA_323
tr|A0A0G1KCI7|A0A0G1KCI7_9BACT,neuA_324
fig|70125.446.peg.917,neuA_325
tr|A0A0G1L4B8|A0A0G1L4B8_9BACT,neuA_326
tr|A0A0G1LD33|A0A0G1LD33_9BACT,neuA_327
tr|A0A0G1LQA8|A0A0G1LQA8_9BACT,neuA_328
fig|194843.3645.peg.1151,neuA_329
fig|1757166.70.peg.5372,neuA_330
tr|A0A0G1MY17|A0A0G1MY17_9BACT,neuA_331
fig|297314.7032.peg.1136,neuA_332
tr|A0A0G1NKC1|A0A0G1NKC1_9BACT,neuA_333
fig|154046.421.peg.3764,neuA_334
tr|A0A0G1Q8Q6|A0A0G1Q8Q6_9BACT,neuA_335
fig|208962.335.peg.1951,neuA_336
tr|A0A0G1QXV2|A0A0G1QXV2_9BACT,neuA_337
fig|2005518.25.peg.2103,neuA_338
tr|A0A0G1R595|A0A0G1R595_9BACT,neuA_339
fig|2913493.41.peg.276,neuA_340
tr|A0A0G1RS45|A0A0G1RS45_9BACT,neuA_341
tr|A0A0G1RS73|A0A0G1RS73_9BACT,neuA_342
fig|2814272.133.peg.1263,neuA_343
tr|A0A0G1RUV7|A0A0G1RUV7_9BACT,neuA_344
tr|A0A0G1SHA0|A0A0G1SHA0_9BACT,neuA_345
tr|A0A0G1T124|A0A0G1T124_9BACT,neuA_346
tr|A0A0G1UDY8|A0A0G1UDY8_9BACT,neuA_347
fig|297314.7665.peg.496,neuA_348
tr|A0A0G1VZN0|A0A0G1VZN0_9BACT,neuA_349
fig|77133.4576.peg.588,neuA_350
tr|A0A0G1W194|A0A0G1W194_9BACT,neuA_351
tr|A0A0G1W1A7|A0A0G1W1A7_9BACT,neuA_352
fig|1898203.6395.peg.1084,neuA_353
tr|A0A0G1WJS5|A0A0G1WJS5_9BACT,neuA_354
tr|A0A0G1WLL0|A0A0G1WLL0_9BACT,neuA_355
tr|A0A0G1XX53|A0A0G1XX53_9BACT,neuA_356
tr|A0A0G1Y1Z3|A0A0G1Y1Z3_9BACT,neuA_357
tr|A0A0G1YWF6|A0A0G1YWF6_9BACT,neuA_358
tr|A0A0G1ZHQ9|A0A0G1ZHQ9_9BACT,neuA_359
fig|1903720.1045.peg.499,neuA_360
fig|670.8794.peg.3181,neuA_361
fig|738.496.peg.1659,neuA_362
fig|1263550.206.peg.1270,neuA_363
fig|2202734.1176.peg.247,neuA_364
fig|3081279.3.peg.2651,neuA_365
tr|A0A0G9KYW0|A0A0G9KYW0_9BACT,neuA_366
fig|2026764.515.peg.1305,neuA_367
tr|A0A0H2SAI8|A0A0H2SAI8_9BACT,neuA_368
fig|2282154.94.peg.1624,neuA_369
fig|2704140.15.peg.4259,neuA_370
tr|A0A0H3AAG5|A0A0H3AAG5_NITV4,neuA_371
fig|2026742.1721.peg.200,neuA_372
fig|2306054.117.peg.553,neuA_373
fig|2952890.63.peg.1403,neuA_374
fig|2382125.6.peg.784,neuA_375
tr|A0A0H4I185|A0A0H4I185_9GAMM,neuA_376
tr|A0A0H5ANC7|A0A0H5ANC7_9PSED,neuA_377
fig|2026742.1517.peg.4204,neuA_378
tr|A0A0I9S2I5|A0A0I9S2I5_BACFG,neuA_379
tr|A0A0I9S6E7|A0A0I9S6E7_BACFG,neuA_380
tr|A0A0I9SJE7|A0A0I9SJE7_9GAMM,neuA_381
fig|2080302.851.peg.485,neuA_382
tr|A0A0J0UZN5|A0A0J0UZN5_9ACTN,neuA_383
fig|1913988.2827.peg.93,neuA_384
fig|2067991.37.peg.100,neuA_385
tr|A0A0J8GVN8|A0A0J8GVN8_9ALTE,neuA_386
fig|1914.41.peg.5942,neuA_387
tr|A0A0K0Y7P2|A0A0K0Y7P2_9RHOB,neuA_388
tr|A0A0K2SM87|A0A0K2SM87_LIMPI,neuA_389
fig|3345756.3.peg.5753,neuA_390
fig|1913961.167.peg.1796,neuA_391
fig|2018084.17.peg.787,neuA_392
fig|3347023.3.peg.6021,neuA_393
tr|A0A0K6GXL1|A0A0K6GXL1_9GAMM,neuA_394
fig|2832346.32.peg.1810,neuA_395
fig|239.550.peg.1819,neuA_396
tr|A0A0K6IAQ2|A0A0K6IAQ2_9BURK,neuA_397
fig|3155758.3.peg.4158,neuA_398
tr|A0A0K9F4T8|A0A0K9F4T8_9BACI,neuA_399
fig|2027290.90.peg.3238,neuA_400
fig|1883156.78.peg.2561,neuA_401
tr|A0A0L6JSB2|A0A0L6JSB2_9FIRM,neuA_402
tr|A0A0L6W3J5|A0A0L6W3J5_9FIRM,neuA_403
tr|A0A0L6ZEA1|A0A0L6ZEA1_9CLOT,neuA_404
tr|A0A0L8ALC5|A0A0L8ALC5_9BACT,neuA_405
fig|239.455.peg.2596,neuA_406
tr|A0A0M1J3Y3|A0A0M1J3Y3_9GAMM,neuA_407
fig|2052139.1900.peg.121,neuA_408
tr|A0A0M1JD43|A0A0M1JD43_9GAMM,neuA_409
fig|67342.4.peg.6050,neuA_410
fig|1977087.6313.peg.712,neuA_411
fig|582.862.peg.3813,neuA_412
tr|A0A0M1YUN0|A0A0M1YUN0_9LEPT,neuA_413
fig|2715253.193.peg.3487,neuA_414
fig|1913988.3291.peg.3940,neuA_415
fig|2024995.24.peg.3143,neuA_416
tr|A0A0M3V2T8|A0A0M3V2T8_9BACT,neuA_417
tr|A0A0M4NVW4|A0A0M4NVW4_9GAMM,neuA_418
fig|1672391.719.peg.2887,neuA_419
tr|A0A0M4PMH2|A0A0M4PMH2_9GAMM,neuA_420
tr|A0A0M5JTJ0|A0A0M5JTJ0_9FLAO,neuA_421
fig|179883.2056.peg.466,neuA_422
fig|3160677.3.peg.2357,neuA_423
fig|179883.1631.peg.133,neuA_424
tr|A0A0M8M9J3|A0A0M8M9J3_9FLAO,neuA_425
fig|86473.2466.peg.793,neuA_426
fig|179883.1996.peg.197,neuA_427
tr|A0A0M9DY70|A0A0M9DY70_9BACT,neuA_428
tr|A0A0M9DYA4|A0A0M9DYA4_9BACT,neuA_429
fig|670.2110.peg.4930,neuA_430
tr|A0A0M9E9G0|A0A0M9E9G0_9BACT,neuA_431
fig|1801955.3.peg.443,neuA_432
tr|A0A0M9EJH0|A0A0M9EJH0_9RHOB,neuA_433
fig|748831.3.peg.1842,neuA_434
fig|1733.9805.peg.2117,neuA_435
tr|A0A0M9UKB6|A0A0M9UKB6_9MICO,neuA_436
fig|39491.55.peg.1841,neuA_437
tr|A0A0N0D1X6|A0A0N0D1X6_9BACT,neuA_438
fig|1913989.337.peg.1331,neuA_439
tr|A0A0N0D4V8|A0A0N0D4V8_9BACT,neuA_440
fig|670.2934.peg.6501,neuA_441
fig|197.16687.peg.1087,neuA_442
tr|A0A0N0SFS7|A0A0N0SFS7_9ACTN,neuA_443
fig|2053527.32.peg.1928,neuA_444
tr|A0A0N0UY22|A0A0N0UY22_9BACT,neuA_445
tr|A0A0N1B6L7|A0A0N1B6L7_9PROT,neuA_446
fig|195913.30.peg.41,neuA_447
fig|562.161614.peg.6373,neuA_448
fig|236510.9.peg.943,neuA_449
tr|A0A0N1KXD8|A0A0N1KXD8_9PROT,neuA_450
tr|A0A0N1LAX9|A0A0N1LAX9_9HYPH,neuA_451
tr|A0A0N8KBF2|A0A0N8KBF2_9GAMM,neuA_452
fig|2049024.212.peg.472,neuA_453
tr|A0A0N8VNA4|A0A0N8VNA4_9FLAO,neuA_454
fig|86473.1823.peg.1707,neuA_455
fig|171953.551.peg.261,neuA_456
tr|A0A0P0L808|A0A0P0L808_LEGPN,neuA_457
tr|A0A0P0LXX4|A0A0P0LXX4_LEGPN,neuA_458
fig|75985.1106.peg.415,neuA_459
tr|A0A0P0LY09|A0A0P0LY09_LEGPN,neuA_460
tr|A0A0P0NC60|A0A0P0NC60_9SPHI,neuA_461
fig|2900548.3043.peg.811,neuA_462
fig|2033014.759.peg.764,neuA_463
tr|A0A0P1FC61|A0A0P1FC61_9RHOB,neuA_464
fig|1898104.5786.peg.37,neuA_465
tr|A0A0P1FCW1|A0A0P1FCW1_9RHOB,neuA_466
fig|77133.7210.peg.1942,neuA_467
fig|332614.292.peg.694,neuA_468
fig|179883.3356.peg.106,neuA_469
fig|91750.4920.peg.155,neuA_470
fig|411917.141.peg.1553,neuA_471
tr|A0A0P6WRR2|A0A0P6WRR2_9CHLR,neuA_472
tr|A0A0P6XAU8|A0A0P6XAU8_9CHLR,neuA_473
fig|430695.31.peg.1502,neuA_474
tr|A0A0P6XAX7|A0A0P6XAX7_9CHLR,neuA_475
tr|A0A0P6XFG2|A0A0P6XFG2_9CHLR,neuA_476
fig|2613895.38.peg.2117,neuA_477
tr|A0A0P6XSY3|A0A0P6XSY3_9CHLR,neuA_478
fig|195049.335.peg.2418,neuA_479
fig|1798014.3.peg.657,neuA_480
tr|A0A0P7VDU3|A0A0P7VDU3_9RHOB,neuA_481
tr|A0A0P7W2R9|A0A0P7W2R9_9RHOB,neuA_482
fig|1801817.3.peg.315,neuA_483
tr|A0A0P7WPD5|A0A0P7WPD5_9GAMM,neuA_484
fig|562.60269.peg.793,neuA_485
fig|2162210.3.peg.138,neuA_486
tr|A0A0P9EZ46|A0A0P9EZ46_9BACL,neuA_487
fig|1031564.3.peg.1188,neuA_488
fig|411479.10.peg.2324,neuA_489
fig|29523.68.peg.227,neuA_490
fig|2035772.223.peg.993,neuA_491
fig|983544.3.peg.118,neuA_492
fig|731.56.peg.1943,neuA_493
fig|28037.219.peg.2062,neuA_494
fig|1978231.89.peg.6070,neuA_495
tr|A0A0Q4BRK4|A0A0Q4BRK4_9SPHN,neuA_496
fig|2026774.61.peg.256,neuA_497
fig|498292.3.peg.403,neuA_498
fig|1898204.225.peg.1590,neuA_499
fig|91892.13.peg.877,neuA_500
fig|2053586.10.peg.4310,neuA_501
fig|1798576.3.peg.1992,neuA_502
fig|2053465.3.peg.2365,neuA_503
tr|A0A0Q5NJM7|A0A0Q5NJM7_9SPHI,neuA_504
tr|A0A0Q5SL98|A0A0Q5SL98_9BACT,neuA_505
fig|1288782.3.peg.3785,neuA_506
fig|86473.115.peg.1279,neuA_507
tr|A0A0Q5V7N5|A0A0Q5V7N5_9CAUL,neuA_508
fig|569.68.peg.2577,neuA_509
tr|A0A0Q5V7U9|A0A0Q5V7U9_9CAUL,neuA_510
tr|A0A0Q5V879|A0A0Q5V879_9CAUL,neuA_511
tr|A0A0Q5YSI9|A0A0Q5YSI9_9BURK,neuA_512
fig|747.897.peg.1473,neuA_513
tr|A0A0Q6B895|A0A0Q6B895_9PROT,neuA_514
tr|A0A0Q6G3A2|A0A0Q6G3A2_9HYPH,neuA_515
fig|505345.6.peg.1290,neuA_516
fig|745717.4.peg.2259,neuA_517
fig|70125.12.peg.3967,neuA_518
fig|243904.386.peg.369,neuA_519
fig|2781966.3.peg.364,neuA_520
fig|1667024.9.peg.1558,neuA_521
fig|1971397.18.peg.1216,neuA_522
tr|A0A0Q7PY53|A0A0Q7PY53_9ACTN,neuA_523
fig|1909484.3.peg.2841,neuA_524
tr|A0A0Q7TH46|A0A0Q7TH46_9MICO,neuA_525
fig|290315.5.peg.1479,neuA_526
fig|727.1644.peg.1223,neuA_527
fig|670.1971.peg.4781,neuA_528
fig|2056317.19.peg.459,neuA_529
tr|A0A0Q8N766|A0A0Q8N766_9FLAO,neuA_530
fig|31872.7.peg.1233,neuA_531
fig|907.220.peg.1350,neuA_532
fig|329186.7.peg.1035,neuA_533
tr|A0A0Q8VTA4|A0A0Q8VTA4_9MICO,neuA_534
